Discussion ID A,Argument ID A,Discussion ID B,Argument ID B,Comparison
34850,10,11438,1,B
42495,5,39355,4,A
8567,10,1819,18,B
34850,2,34850,10,B
30958,20,28724,4,A
25519,14,12310,6,B
43209,1,25519,21,A
34168,1,21934,10,A
34136,1,11200,1,A
26366,2,11200,5,A
9008,5,39928,17,A
226,7,39928,14,Tie
30958,20,39928,26,A
11647,1,38905,4,A
5150,2,25519,3,Tie
11647,1,39928,21,A
26366,1,11647,1,A
8567,10,15711,5,B
5150,3,26366,1,A
8567,13,30958,3,B
30958,20,38905,4,A
25519,21,5150,3,A
30716,1,11647,1,A
1819,13,5150,3,Tie
12310,6,39928,14,A
34850,2,26366,2,A
9008,2,28724,4,B
7149,1,11647,3,A
39928,15,39928,14,Tie
34168,1,30716,1,B
30958,20,33086,1,B
30958,3,39928,14,Tie
39355,1,21934,2,A
42495,5,34168,1,B
3394,4,12310,6,B
34850,10,38905,23,Tie
33086,1,1819,18,B
5150,3,34168,1,A
39355,4,30958,3,A
3394,4,11647,1,B
30958,3,39928,15,Tie
26366,2,34850,5,A
8567,10,25519,3,B
26366,2,25519,3,A
30958,20,25519,7,A
8567,14,1819,6,Tie
25519,14,38905,4,A
8567,13,39928,26,A
11200,1,26366,2,B
12310,6,6730,5,B
25519,30,38905,10,A
25519,14,39928,15,A
39355,1,226,7,B
1819,18,34011,5,A
11438,1,38905,23,B
550,1,34850,5,B
25519,21,1819,13,A
21934,1,34168,1,A
25519,21,38905,23,Tie
33086,1,25519,19,A
11200,5,25519,21,B
15711,5,25519,3,A
21934,1,3394,4,B
34850,10,34850,4,B
12310,6,21934,10,A
15711,5,30716,6,A
11438,1,30958,19,A
34168,1,39355,4,A
30958,3,6730,5,A
30958,3,39928,26,A
39355,1,9008,5,A
34850,5,11200,5,Tie
8567,13,11647,1,A
30716,6,38905,23,B
21934,4,21934,10,B
40356,2,9008,5,A
8567,13,39928,14,B
30716,6,11438,1,Tie
550,1,34011,5,Tie
34850,2,30716,6,Tie
8402,4,26366,2,Tie
40356,2,25519,7,A
9008,5,21934,2,A
8402,4,27972,1,B
12310,6,38905,4,A
7149,1,43209,1,B
8402,4,34136,1,B
34011,5,11438,1,B
40356,2,11200,2,A
25519,7,9008,2,B
42495,5,21934,4,A
8402,4,25519,19,A
11647,3,1819,13,A
27972,1,1819,18,B
21934,4,6730,5,A
21934,1,34850,4,B
33086,1,25519,4,A
6730,5,38905,4,A
6730,5,1819,6,A
34850,5,30958,19,A
9008,5,11200,2,B
11200,2,33086,1,A
38905,4,38905,10,Tie
25519,19,25519,3,Tie
25519,7,25519,4,B
25519,21,21934,4,A
8567,10,34011,5,A
40356,2,39928,17,A
34850,4,34168,1,A
30716,6,25519,21,A
30958,19,42495,5,B
25519,19,1819,18,B
30958,3,38905,10,B
34168,1,25519,14,B
226,7,39928,21,B
41068,1,3394,4,A
7149,1,30958,19,B
5150,3,11647,1,B
11200,5,11438,1,A
34011,5,30958,19,B
43209,1,34850,4,A
12310,6,30958,3,Tie
25519,7,27972,1,Tie
1819,13,39355,4,A
1819,13,26366,1,A
21934,2,34850,3,Tie
27972,1,34011,5,B
41068,1,21934,4,A
15711,5,34850,5,A
21934,1,25519,21,B
39928,14,39928,21,B
3394,4,30958,3,B
30716,6,43209,1,A
21934,2,8402,4,B
30716,1,21934,4,B
39928,26,1819,6,B
25519,19,26366,2,B
41068,1,1819,13,B
5150,2,43209,1,B
14705,3,39928,14,A
30716,1,21934,10,A
42495,1,33953,2,Tie
1819,13,34168,1,A
21934,1,26366,3,B
25519,30,9008,2,Tie
34850,10,42495,5,B
27972,1,34136,1,B
26366,1,12310,6,B
30958,19,1819,13,B
34136,1,34011,5,B
34850,2,43209,1,Tie
25519,19,34011,5,B
11647,1,39928,15,B
226,7,39928,26,A
11200,5,34850,4,A
25519,7,8567,10,B
27972,1,15711,5,Tie
34850,10,30958,19,B
42495,5,1819,13,B
38905,23,5150,3,A
38905,10,1819,6,B
8402,4,1819,18,B
34850,3,15711,5,Tie
25519,19,550,1,B
226,7,8567,14,A
26366,1,21934,10,A
550,1,43209,1,Tie
15711,5,30958,19,A
7149,1,34850,10,Tie
27972,1,5150,2,Tie
25519,4,550,1,B
14705,3,33953,2,Tie
21934,1,39355,4,Tie
25519,21,26366,3,A
5150,3,12310,6,Tie
30716,1,12310,6,Tie
26366,3,25519,14,A
43209,1,21934,1,A
25519,19,11200,1,Tie
30958,19,21934,1,B
11647,1,30958,3,A
30716,6,1819,13,A
8567,13,12310,6,B
8567,10,34850,2,B
7149,1,34850,4,B
8567,14,9008,2,A
5150,2,7149,1,B
40356,2,21934,2,A
25519,19,34850,2,A
21934,2,27972,1,A
25519,14,39928,17,A
26366,1,6730,5,A
21934,10,30958,3,Tie
30958,20,33953,2,B
9008,5,39928,26,A
30716,6,34850,5,A
8567,13,6730,5,B
226,7,21934,2,B
226,7,38905,10,A
34168,1,26366,3,A
34850,3,8567,10,A
226,7,14705,3,Tie
7149,1,38905,23,B
25519,7,11200,2,A
33953,2,34850,3,B
38905,23,41068,1,Tie
11647,3,38905,23,B
14705,3,38905,10,B
39355,4,26366,1,A
9008,2,8402,4,B
34850,3,25519,19,A
25519,7,33953,2,B
5150,3,39928,15,A
6730,5,39928,17,A
14705,3,28724,4,A
25519,3,11438,1,B
550,1,5150,2,A
21934,2,8567,10,A
34850,4,1819,13,B
11200,5,1819,13,A
39928,15,6730,5,A
28724,4,21934,2,A
25519,30,30958,20,Tie
41068,1,26366,1,A
40356,2,226,7,B
41068,1,39355,4,A
11200,2,25519,4,A
8567,14,33953,2,Tie
25519,3,43209,1,B
21934,10,39928,17,A
11200,5,38905,23,B
33953,2,25519,4,Tie
39355,4,3394,4,A
40356,2,1819,6,B
38905,23,34850,4,Tie
21934,1,38905,23,Tie
39355,1,39928,21,A
25519,21,42495,5,B
26366,1,26366,3,Tie
34011,5,11200,5,Tie
550,1,30716,6,B
25519,4,34136,1,B
3394,4,39928,15,B
39355,1,39928,26,A
39355,1,38905,10,B
34168,1,3394,4,A
34850,5,25519,21,B
34136,1,15711,5,A
42495,1,34136,1,A
34168,1,21934,4,A
34850,10,21934,1,B
21934,4,25519,14,A
38905,4,39928,14,A
11438,1,1819,13,A
34850,10,11647,3,A
33953,2,8567,10,B
27972,1,25519,19,B
26366,2,7149,1,A
21934,2,34136,1,Tie
550,1,34850,10,A
25519,7,25519,19,Tie
21934,10,39928,14,A
28724,4,1819,18,A
11200,1,5150,2,B
38905,23,1819,13,A
25519,7,8402,4,B
11200,5,11647,3,Tie
34850,2,30958,19,A
550,1,11200,1,B
550,1,30958,19,B
9008,5,39928,21,A
21934,10,39928,21,Tie
26366,3,39928,15,A
21934,4,11647,1,B
30716,6,11647,3,A
8567,14,33086,1,Tie
21934,2,25519,4,A
39355,1,39928,17,Tie
12310,6,39928,21,A
39355,1,14705,3,A
26366,2,43209,1,A
26366,1,39928,15,B
11200,1,7149,1,Tie
39928,26,39928,17,B
14705,3,38905,4,A
26366,1,8567,13,A
3394,4,30716,1,B
1819,18,550,1,A
42495,5,3394,4,A
30958,20,8567,14,Tie
11647,3,42495,5,B
30958,20,21934,2,B
30716,1,39928,15,A
40356,2,8567,14,B
21934,1,21934,4,A
9008,5,14705,3,A
8567,10,27972,1,B
8567,13,38905,10,A
1819,6,39928,21,B
14705,3,39928,21,A
25519,30,1819,6,A
11438,1,25519,21,B
26366,1,30716,1,A
34850,3,1819,18,Tie
28724,4,33953,2,A
40356,2,33086,1,Tie
34850,10,25519,21,B
9008,2,21934,2,A
8402,4,550,1,A
26366,3,30958,3,A
25519,3,34850,10,B
9008,2,25519,4,A
34011,5,7149,1,Tie
9008,5,42495,1,Tie
14705,3,42495,1,A
11647,3,34850,4,A
34850,5,43209,1,B
25519,30,40356,2,Tie
30958,19,41068,1,B
12310,6,39928,15,A
28724,4,25519,4,B
38905,10,39928,21,A
39355,4,25519,14,B
1819,13,26366,3,A
34168,1,8567,13,B
25519,14,38905,10,A
43209,1,41068,1,A
226,7,11200,2,A
1819,18,11200,1,A
5150,2,11438,1,B
30958,20,39928,21,B
34168,1,12310,6,Tie
9008,2,42495,1,B
8567,14,11200,2,Tie
30958,20,39928,17,A
5150,2,34850,5,B
11647,3,26366,1,Tie
39355,1,1819,6,A
15711,5,11200,1,A
34850,5,38905,23,B
8567,14,39928,21,A
6730,5,39928,26,A
43209,1,1819,13,B
1819,18,34850,2,A
39928,15,38905,4,Tie
1819,18,26366,2,Tie
41068,1,5150,3,B
41068,1,26366,3,Tie
33953,2,27972,1,B
39928,26,38905,10,B
30958,3,39928,21,Tie
12138,10,15316,1,B
17204,26,27245,4,A
8334,6,17204,26,B
17204,26,2239,1,B
8334,6,28147,4,B
35485,7,41457,1,A
307,2,17961,4,A
33362,1,42384,4,A
40693,2,7862,3,B
1349,6,12138,5,B
31398,8,7862,7,B
36254,4,37638,4,A
37074,20,12138,3,B
42384,4,30715,6,B
28147,4,40693,2,A
12138,6,12138,3,Tie
35713,2,28147,4,A
1203,32,2239,1,A
41457,5,11097,2,A
40693,2,8056,2,B
31398,8,2239,1,B
1203,13,42384,1,A
12755,3,11097,2,A
35485,9,40693,2,A
31398,10,30715,6,A
1264,5,37084,1,B
7862,7,1264,5,A
22741,1,37638,4,A
35485,9,22188,2,A
1203,32,34716,4,A
1203,8,8334,6,A
10642,32,13485,6,A
34716,6,22741,1,B
12755,3,30715,6,A
41457,3,37074,20,B
8334,7,12755,5,B
40693,2,34716,6,B
42384,1,8334,7,B
19560,2,17961,1,B
17961,1,40055,5,A
43662,27,7862,3,Tie
1203,32,3593,8,B
1349,6,28892,2,B
8056,2,22741,1,A
12138,2,34716,4,Tie
34716,3,370,25,A
41457,6,12755,6,B
31398,10,15316,1,A
1349,6,13485,6,Tie
42384,4,34716,4,B
15316,1,28892,2,Tie
34716,4,27245,4,A
1203,13,35485,9,A
17961,4,12138,3,A
37638,4,17204,13,A
41457,2,43677,3,B
2239,1,1264,5,A
28147,4,37084,1,B
41457,1,7862,6,B
1203,8,12138,5,A
5325,18,41457,7,B
41457,6,8056,2,B
27245,4,1264,5,B
31398,8,43662,27,B
35485,1,34716,6,A
35485,1,8056,2,B
17204,13,10642,32,Tie
17961,4,22741,1,B
370,33,30715,6,Tie
40693,2,41457,7,A
35485,1,40693,2,A
1203,8,42384,4,A
5325,18,34716,6,B
10642,32,37084,4,A
8334,6,27245,4,B
31398,10,37084,4,B
40055,5,370,33,B
1264,5,7862,3,A
12138,5,3593,8,B
41457,5,43677,2,B
33362,1,15316,1,Tie
35713,2,27245,4,A
41457,7,7862,3,A
7862,3,43677,3,B
12138,2,1203,32,A
17961,1,17204,13,A
1264,5,34716,6,A
42384,4,12138,2,Tie
36254,4,40055,4,A
37084,1,12755,6,A
36254,4,370,33,B
3593,8,31398,8,B
31398,10,43677,2,A
41457,5,17204,26,A
12138,3,40055,4,A
40055,5,10642,32,A
370,25,41457,1,B
1349,6,31398,10,B
12138,3,17961,7,A
41457,3,34716,6,B
8056,2,40055,3,A
35485,9,2239,1,B
8334,7,22188,2,A
12138,5,35713,2,B
34716,4,12755,5,Tie
8334,6,31398,8,B
17204,13,30715,6,A
13485,6,37084,4,A
43677,3,17961,1,Tie
12138,10,7862,6,A
42384,4,3593,8,B
307,2,12138,6,A
1203,32,17204,26,A
34716,6,12755,6,A
7862,3,8056,2,B
30715,6,7862,6,B
10642,32,41457,1,B
2239,1,37084,1,B
35485,9,7862,7,B
17204,13,7862,6,B
40055,3,17961,7,B
5325,18,41457,6,A
40055,5,35485,7,B
307,2,22741,1,A
1349,6,15316,1,B
40055,4,37084,4,A
1203,32,35713,2,B
34716,4,17204,26,A
43677,3,37638,4,B
35485,1,5325,18,B
10642,32,370,25,A
37074,20,35485,7,B
3593,8,17204,26,B
43677,3,12138,3,B
40693,2,22188,2,A
41457,7,19560,2,A
35485,9,1264,5,B
42384,4,42384,1,A
1349,6,33362,1,B
11097,2,28892,2,B
40055,3,19560,2,B
1264,4,40055,5,A
42384,4,8334,6,A
37074,20,1264,4,A
35713,2,22188,2,A
34716,3,30715,6,B
2239,1,7862,7,B
41457,2,41457,3,Tie
40055,4,41457,1,A
40055,4,7862,6,Tie
12138,10,370,25,A
12138,10,11097,2,B
12138,2,13485,6,A
34716,3,40055,4,Tie
370,25,28892,2,A
11097,2,15316,1,A
307,2,1264,4,B
43677,3,22741,1,B
43677,2,13485,6,Tie
12138,3,10642,32,A
1203,32,8334,6,A
12755,6,19560,2,A
40055,5,37638,4,B
12138,6,12138,10,A
12138,2,17204,26,B
7862,3,40055,3,B
1203,32,42384,1,B
1264,5,43662,27,A
33362,1,28892,2,A
307,2,19560,2,A
31398,8,28147,4,B
35713,2,40693,2,A
34716,4,35485,9,A
31398,10,11097,2,B
17204,13,11097,2,A
17961,1,36254,4,A
8334,7,31398,8,A
34716,6,1264,4,B
7862,7,41457,2,A
34716,4,35713,2,A
33362,1,41457,5,A
43677,2,37084,4,A
8334,6,2239,1,B
7862,7,5325,18,A
43662,27,8056,2,Tie
41457,6,1264,4,A
12138,2,15316,1,B
12138,5,42384,1,A
34716,3,37084,4,Tie
22188,2,37084,1,B
31398,8,5325,18,A
370,33,11097,2,B
12138,10,28892,2,Tie
30715,6,13485,6,B
37084,1,7862,3,A
41457,7,307,2,B
42384,4,43677,2,A
30715,6,43677,2,B
43677,3,12138,6,A
31398,10,42384,1,A
307,2,17961,7,Tie
40693,2,41457,6,A
33362,1,7862,6,A
12138,2,1203,13,A
17961,1,37638,4,A
12138,5,28147,4,B
35485,1,7862,7,Tie
7862,7,43662,27,A
41457,6,40055,3,B
1264,5,5325,18,B
1203,8,34716,4,Tie
12755,5,1264,5,Tie
370,33,37084,4,Tie
41457,5,1203,13,A
37638,4,40055,4,A
35485,1,22188,2,B
17961,7,35485,7,Tie
40055,5,36254,4,B
42384,4,7862,6,A
43662,27,41457,7,B
12755,6,307,2,B
31398,10,12755,3,B
36254,4,12138,10,B
5325,18,8056,2,B
37084,1,34716,6,B
31398,8,35485,9,A
43677,3,1264,4,A
41457,6,37074,20,B
31398,10,13485,6,B
43677,3,17961,4,Tie
1349,6,30715,6,B
1203,8,1203,13,Tie
37074,20,43677,3,A
17204,26,8334,7,B
1349,6,12138,2,B
8056,2,19560,2,A
17204,13,28892,2,B
3593,8,28147,4,A
33362,1,42384,1,A
8334,6,12755,5,A
35485,9,43662,27,Tie
1349,6,1203,13,A
42384,4,1203,32,A
7862,3,37074,20,A
1203,13,2239,1,A
17961,4,35485,7,B
35713,2,7862,7,B
40693,2,37084,1,B
34716,3,12138,10,A
41457,7,43677,3,B
33362,1,17204,26,A
34716,3,41457,1,A
42384,4,13485,6,B
370,25,43677,2,B
307,2,12138,3,Tie
12138,2,43677,2,A
1203,32,12755,5,Tie
2239,1,35485,1,A
17961,4,36254,4,A
12138,6,41457,1,B
12138,6,17961,7,B
17204,26,35485,9,Tie
1349,6,43677,2,B
1264,5,22188,2,A
8056,2,307,2,B
22188,2,8056,2,A
1203,32,1203,13,B
19560,2,17961,7,B
15316,1,37084,4,B
307,2,37638,4,B
41457,7,40055,3,Tie
33362,1,30715,6,Tie
5325,18,41457,3,A
7862,6,43677,2,Tie
42384,4,37084,4,Tie
12755,3,12138,2,B
8056,2,1264,4,B
19560,2,1264,4,A
370,33,15316,1,B
27245,4,43662,27,B
7862,3,1264,4,A
370,33,7862,6,Tie
35713,2,2239,1,B
37074,20,17961,4,B
7862,7,12755,6,Tie
1203,32,28147,4,A
40055,5,17204,13,B
40055,4,10642,32,Tie
22188,2,12755,6,A
28147,4,1264,5,Tie
1203,8,33362,1,A
40055,5,34716,3,A
12138,3,36254,4,A
42384,1,35713,2,A
41457,3,17961,4,B
34716,4,28147,4,Tie
7862,7,41457,3,B
22188,2,41457,3,B
33362,1,11097,2,A
17961,1,40055,4,A
41457,5,13485,6,B
1203,8,12138,2,A
33362,1,1203,32,B
17961,1,370,33,A
10642,32,15316,1,Tie
12755,5,5325,18,A
22741,1,36254,4,Tie
10642,32,12138,10,B
41457,5,3593,8,A
1203,8,28892,2,A
17961,7,37638,4,Tie
5325,18,7862,3,B
42384,1,17204,26,B
41457,5,1203,32,A
1349,6,7862,6,A
34716,6,40055,3,B
41457,7,12755,6,A
1203,32,12138,5,Tie
41457,7,22741,1,B
41457,1,37084,4,B
12138,6,17961,1,B
33362,1,43677,2,A
8056,2,43677,3,A
12755,3,8334,6,A
41457,2,37074,20,A
17961,4,17961,1,B
37084,1,41457,7,A
40055,4,30715,6,Tie
12138,3,40055,5,A
370,25,13485,6,B
22188,2,41457,2,B
12138,5,2239,1,B
41457,1,30715,6,B
17961,7,370,25,B
41457,3,40055,3,Tie
5325,18,37084,1,B
17961,7,17204,13,A
40055,3,36254,4,A
41457,2,8056,2,A
3593,8,35713,2,Tie
40055,3,17961,4,Tie
19560,2,36254,4,B
41457,1,43677,2,B
34716,6,19560,2,A
41457,5,34716,4,B
42384,4,28892,2,A
35713,2,43662,27,B
41457,5,12138,2,Tie
41457,3,41457,7,B
1264,5,12755,6,B
17961,7,34716,3,A
35485,1,12755,6,A
1264,4,12138,6,Tie
37074,20,17961,7,B
370,25,15316,1,B
11097,2,13485,6,Tie
35485,7,17204,13,A
19560,2,12138,3,B
42384,1,12755,5,B
3593,8,42384,1,A
34716,6,17961,4,A
35485,1,7862,3,B
35485,7,40055,4,B
7862,3,22741,1,B
1264,5,41457,3,A
34716,3,28892,2,Tie
22741,1,40055,5,Tie
12138,6,10642,32,Tie
1203,8,41457,5,Tie
15316,1,7862,6,A
34716,3,370,33,B
22741,1,12138,6,B
43662,27,41457,3,Tie
15316,1,13485,6,B
12138,10,30715,6,Tie
33362,1,12138,5,A
27245,4,35485,1,B
35713,2,37084,1,B
37638,4,34716,3,A
22741,1,12138,3,B
40693,2,41457,3,A
12755,3,17204,26,Tie
1349,6,17204,26,Tie
37638,4,35485,7,B
1349,6,1203,8,A
17961,7,12138,10,A
22741,1,1264,4,A
12138,6,370,25,A
7862,3,307,2,Tie
33362,1,37084,4,A
370,33,41457,1,B
41457,7,1264,4,A
33362,1,8334,6,Tie
35485,9,28147,4,A
40055,3,43677,3,A
12755,5,7862,7,A
35485,9,35485,1,Tie
307,2,40055,5,A
12138,10,13485,6,B
42384,1,35485,9,B
34716,3,17204,13,A
12755,6,1264,4,B
35485,1,41457,6,B
1203,13,8334,6,B
41457,2,34716,6,B
31398,8,22188,2,B
8334,7,43662,27,Tie
2239,1,40693,2,B
31398,10,1203,32,B
1264,5,41457,2,Tie
31398,10,8334,6,B
370,25,30715,6,B
1349,6,11097,2,A
1203,32,27245,4,B
17961,7,10642,32,A
34716,4,42384,1,A
27245,4,40693,2,A
19560,2,22741,1,B
34716,6,37074,20,A
7862,6,13485,6,Tie
12138,6,40055,5,Tie
35713,2,12755,5,B
8056,2,37074,20,Tie
12755,5,37084,1,B
370,25,37084,4,A
41457,3,307,2,A
12755,5,2239,1,B
41457,3,1264,4,Tie
27245,4,28147,4,A
40055,3,12138,3,B
12138,2,42384,1,A
12138,3,37638,4,A
1203,8,43677,2,A
17204,13,15316,1,B
37084,4,28892,2,B
41457,6,22741,1,B
37638,4,10642,32,A
7862,7,40693,2,Tie
31398,8,37084,1,Tie
34716,4,31398,8,A
31398,10,7862,6,B
33362,1,3593,8,A
34716,3,13485,6,B
12755,6,43677,3,Tie
41457,3,43677,3,A
17961,4,17961,7,B
12138,10,41457,1,A
3593,8,35485,9,A
34716,6,43677,3,A
17961,7,370,33,A
307,2,43677,3,B
41457,2,7862,3,A
41457,2,41457,7,B
41457,7,34716,6,Tie
31398,8,35485,1,A
1264,4,17961,1,Tie
1264,4,37638,4,A
12138,3,17204,13,A
11097,2,30715,6,A
1349,6,8334,6,B
41457,6,17961,4,B
12138,5,27245,4,A
41457,7,37074,20,B
40055,4,370,25,A
17961,1,35485,7,A
10642,32,11097,2,B
1349,6,3593,8,Tie
12138,5,12755,5,B
12138,3,12138,10,A
41457,6,7862,3,Tie
35485,7,12138,10,Tie
41457,7,8056,2,A
17961,1,34716,3,A
8056,2,17961,4,A
36254,4,41457,1,B
41457,5,42384,4,A
12755,3,3593,8,B
22188,2,34716,6,B
8334,7,37084,1,B
7862,7,37084,1,A
41457,3,22741,1,A
28147,4,5325,18,A
17961,1,370,25,A
11097,2,37084,4,A
19560,2,37638,4,B
7862,3,12755,6,B
1203,13,31398,8,B
1264,5,41457,6,A
12138,6,35485,7,B
17961,1,12138,10,A
40055,3,22741,1,Tie
1203,13,35713,2,B
5325,18,40693,2,Tie
41457,2,22741,1,Tie
12138,10,370,33,A
34716,3,15316,1,Tie
41457,1,28892,2,B
35485,1,41457,7,B
34716,3,10642,32,A
37638,4,370,25,B
17961,4,1264,4,A
10642,32,30715,6,B
31398,10,3593,8,A
35485,1,41457,3,B
42384,4,12755,3,B
5325,18,41457,2,B
12755,3,13485,6,B
5325,18,22188,2,A
41457,5,7862,6,B
10642,32,28892,2,A
12138,5,1203,13,B
12755,6,17961,4,A
8334,7,5325,18,Tie
1203,8,7862,6,A
17961,4,37638,4,B
1203,8,42384,1,A
31398,10,12138,5,B
12755,6,22741,1,B
12138,5,17204,26,B
42384,1,27245,4,B
12138,3,41457,1,A
19560,2,17961,4,B
34716,6,41457,6,A
7862,7,7862,3,Tie
10642,32,43677,2,B
31398,8,12755,5,Tie
35485,7,370,25,A
1349,6,12755,3,B
41457,3,8056,2,B
8334,7,2239,1,B
22188,2,41457,6,B
12138,6,370,33,A
370,33,13485,6,Tie
3593,8,2239,1,B
34716,6,307,2,Tie
1349,6,34716,4,Tie
37074,20,36254,4,A
41457,2,17961,4,B
11097,2,43677,2,Tie
40055,5,17961,7,Tie
34716,6,7862,3,Tie
41457,1,13485,6,B
41457,2,41457,6,B
22188,2,41457,7,B
30715,6,28892,2,B
12755,3,1203,32,A
307,2,35485,7,B
34716,4,8334,6,A
17961,1,10642,32,A
37074,20,37638,4,A
17961,1,12138,3,B
40055,4,15316,1,B
19560,2,12138,6,B
42384,1,31398,8,A
3593,8,8334,6,B
1203,32,8334,7,B
33362,1,12755,3,A
22741,1,35485,7,Tie
370,25,370,33,B
7862,6,37084,4,A
7862,6,28892,2,B
41457,5,15316,1,B
33362,1,1203,13,A
19560,2,43677,3,B
40055,4,370,33,Tie
37638,4,41457,1,A
1264,4,36254,4,B
12755,5,35485,9,A
40055,5,40055,4,A
40055,4,13485,6,B
41457,3,19560,2,B
1203,8,1203,32,B
370,33,43677,2,Tie
1203,13,3593,8,B
307,2,17961,1,B
35713,2,35485,1,Tie
7862,7,34716,6,A
12138,3,34716,3,B
40055,5,41457,1,A
41457,7,41457,6,Tie
8334,7,1264,5,Tie
43662,27,37084,1,A
27245,4,2239,1,B
2239,1,5325,18,A
31398,10,42384,4,A
12138,2,8334,6,A
1264,4,17961,7,Tie
17204,26,31398,8,A
12138,2,7862,6,B
41457,5,12755,3,B
30715,6,37084,4,B
22741,1,17961,7,A
41457,5,37084,4,B
22741,1,17961,1,B
17961,7,41457,1,A
40055,3,12138,6,B
34716,3,11097,2,A
43677,3,36254,4,B
33362,1,13485,6,A
12138,3,35485,7,A
15316,1,43677,2,A
43677,3,17961,7,A
42384,1,8334,6,A
35485,1,41457,2,A
1203,8,15316,1,A
8334,7,40693,2,Tie
1349,6,42384,1,A
8056,2,12755,6,Tie
12755,5,28147,4,B
37084,1,41457,3,A
41457,3,41457,6,A
7862,3,19560,2,B
41457,1,15316,1,B
37074,20,22741,1,A
19560,2,35485,7,B
41457,5,30715,6,A
1349,6,41457,5,A
1264,4,12138,3,Tie
40693,2,12755,6,A
35485,9,5325,18,Tie
36254,4,34716,3,Tie
41457,3,12755,6,Tie
12138,6,34716,3,A
33362,1,34716,4,B
1203,32,31398,8,B
40055,4,43677,2,B
28147,4,43662,27,Tie
41457,2,307,2,B
12755,3,42384,1,A
17204,26,35713,2,B
40055,3,37638,4,A
35485,1,43662,27,B
27245,4,37084,1,B
37074,20,12138,6,B
17204,13,37084,4,A
17961,1,17961,7,A
1349,6,37084,4,B
3593,8,8334,7,B
1203,32,35485,9,B
22188,2,7862,3,B
5325,18,43662,27,B
10642,32,370,33,B
1203,8,12755,3,B
12138,2,37084,4,B
12138,10,37084,4,B
370,33,28892,2,B
41457,2,40055,3,A
3593,8,12755,5,B
41457,2,12755,6,Tie
37074,20,40055,5,A
41457,2,1264,4,B
12138,5,35485,9,B
33362,1,12138,2,A
12138,2,11097,2,A
43662,27,34716,6,A
42384,4,1203,13,B
41457,3,7862,3,Tie
12138,3,370,33,A
27245,4,22188,2,A
37074,20,307,2,B
1264,5,41457,7,A
27245,4,7862,7,Tie
31398,8,40693,2,Tie
8334,7,35485,1,A
1203,8,31398,10,A
1203,13,17204,26,B
17204,13,40055,4,B
12138,6,37638,4,A
40055,3,40055,5,A
13485,6,28892,2,A
43677,3,40055,5,B
31398,10,12138,2,A
5325,18,12755,6,B
34716,4,8334,7,A
36254,4,370,25,A
7862,7,8056,2,A
34716,3,7862,6,A
35485,1,1264,5,A
12755,6,40055,3,Tie
42384,1,28147,4,B
12138,5,8334,6,A
40055,3,35485,7,B
40055,3,17961,1,B
28147,4,22188,2,Tie
43662,27,12755,6,A
43677,2,28892,2,A
8334,6,8334,7,B
19560,2,40055,5,Tie
1264,4,35485,7,Tie
35485,1,37084,1,B
12755,3,28892,2,B
36254,4,10642,32,A
31398,10,34716,4,B
17204,26,12755,5,B
12138,5,34716,4,A
37084,1,41457,6,A
8334,6,35713,2,B
41457,5,31398,10,Tie
37084,1,8056,2,B
7862,7,41457,7,B
42384,1,2239,1,B
15316,1,30715,6,B
1203,13,8334,7,A
40055,5,12138,10,Tie
31398,10,1203,13,B
17204,13,12138,10,B
12138,5,31398,8,B
42384,4,17204,26,B
12138,6,40055,4,Tie
1264,5,8056,2,Tie
31398,8,27245,4,B
8334,7,35485,9,A
12755,5,27245,4,A
7862,7,41457,6,B
1203,8,37084,4,B
41457,6,43677,3,A
8334,7,27245,4,A
12138,6,36254,4,Tie
17961,1,41457,1,A
35713,2,1264,5,B
12138,3,370,25,A
27245,4,5325,18,Tie
28147,4,7862,7,A
40055,4,11097,2,B
12138,2,28892,2,A
35485,7,370,33,A
41457,6,19560,2,A
8334,7,35713,2,A
40055,3,307,2,Tie
2239,1,43662,27,Tie
7862,7,22188,2,A
307,2,36254,4,B
8334,7,7862,7,A
17961,7,40055,4,B
43662,27,22188,2,B
41457,5,8334,6,Tie
10642,32,7862,6,A
35485,7,34716,3,A
42384,4,12138,5,A
17961,4,12138,6,A
1203,13,28147,4,B
12138,5,8334,7,B
7862,3,17961,4,A
40055,4,12138,10,A
17204,13,370,33,B
33362,1,31398,10,A
40055,4,28892,2,B
17204,13,13485,6,A
12755,3,1203,13,A
1264,5,40693,2,A
12755,5,22188,2,Tie
34716,4,2239,1,A
1203,13,34716,4,B
12755,3,12138,5,B
17204,26,28147,4,B
43662,27,40693,2,A
17961,7,36254,4,B
40055,3,37074,20,A
37074,20,19560,2,A
17204,13,41457,1,A
34716,6,8056,2,A
8334,6,35485,9,B
12755,5,40693,2,A
35485,7,10642,32,A
1203,8,13485,6,A
12755,3,15316,1,A
37638,4,12138,10,Tie
37074,20,17961,1,B
1349,6,1203,32,B
37084,1,41457,2,B
1203,8,11097,2,A
11097,2,7862,6,B
12755,3,43677,2,Tie
40055,5,370,25,B
41457,2,19560,2,B
370,25,11097,2,Tie
41457,5,12138,5,B
34716,3,43677,2,A
1203,8,3593,8,A
43662,27,41457,6,A
12755,6,37074,20,A
43677,3,35485,7,A
42384,4,15316,1,Tie
12138,2,30715,6,A
41457,5,42384,1,A
3593,8,34716,4,Tie
12755,3,7862,6,Tie
43662,27,41457,2,A
